"","geography","Level","date","N_ED_epic","N_RSV_ED_epic","N_flu_ED_epic","N_covid_ED_epic","pct_RSV_ED_epic","pct_flu_ED_epic","pct_covid_ED_epic","ED_epic_scale_RSV","ED_epic_scale_flu","ED_epic_scale_covid"
"17839","Wisconsin","65+ Years",2024-12-14,3352,NA,19,60,NA,NA,1.39652754281594,NA,NA,22.9856901579249
"17840","Wisconsin","65+ Years",2024-12-21,3241,NA,16,94,NA,0.459198276954593,2.04388436544257,NA,11.1384747363712,33.6406488968774
"17841","Wisconsin","65+ Years",2024-12-28,3709,12,57,116,NA,0.865767646664815,2.60594772351738,NA,21.0003642084596,42.8917476412528
"17842","Wisconsin","65+ Years",2025-01-04,3726,16,123,143,NA,1.77720145950294,3.28858763459398,NA,43.1084229875559,54.1274368807227
"17843","Wisconsin","65+ Years",2025-01-11,3510,27,96,102,0.507394344333608,2.52432410727353,3.29046880278185,33.1618832633294,61.2308924191788,54.1583993557012
"17844","Wisconsin","65+ Years",2025-01-18,3442,21,132,100,0.602918697443002,3.29038320406669,3.21638879877967,39.4050893258235,79.8126910112533,52.9391036621422
"17845","Wisconsin","65+ Years",2025-01-25,1880,14,109,42,0.708007340408097,4.12263157948497,2.68177102754971,46.2733907746446,100,44.1397366137603
"17846","Wyoming","65+ Years",2023-07-01,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17847","Wyoming","65+ Years",2023-07-08,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17848","Wyoming","65+ Years",2023-07-15,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17849","Wyoming","65+ Years",2023-07-22,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17850","Wyoming","65+ Years",2023-07-29,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17851","Wyoming","65+ Years",2023-08-05,256,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17852","Wyoming","65+ Years",2023-08-12,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17853","Wyoming","65+ Years",2023-08-19,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17854","Wyoming","65+ Years",2023-08-26,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17855","Wyoming","65+ Years",2023-09-02,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17856","Wyoming","65+ Years",2023-09-09,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17857","Wyoming","65+ Years",2023-09-16,228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17858","Wyoming","65+ Years",2023-09-23,239,NA,NA,13,NA,NA,NA,NA,NA,NA
"17859","Wyoming","65+ Years",2023-09-30,222,NA,NA,12,NA,NA,NA,NA,NA,NA
"17860","Wyoming","65+ Years",2023-10-07,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17861","Wyoming","65+ Years",2023-10-14,221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17862","Wyoming","65+ Years",2023-10-21,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17863","Wyoming","65+ Years",2023-10-28,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17864","Wyoming","65+ Years",2023-11-04,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17865","Wyoming","65+ Years",2023-11-11,222,NA,NA,17,NA,NA,NA,NA,NA,NA
"17866","Wyoming","65+ Years",2023-11-18,197,NA,NA,15,NA,NA,NA,NA,NA,NA
"17867","Wyoming","65+ Years",2023-11-25,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17868","Wyoming","65+ Years",2023-12-02,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17869","Wyoming","65+ Years",2023-12-09,224,NA,NA,13,NA,NA,NA,NA,NA,NA
"17870","Wyoming","65+ Years",2023-12-16,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17871","Wyoming","65+ Years",2023-12-23,247,NA,NA,14,NA,NA,NA,NA,NA,NA
"17872","Wyoming","65+ Years",2023-12-30,255,NA,13,14,NA,NA,NA,NA,NA,NA
"17873","Wyoming","65+ Years",2024-01-06,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17874","Wyoming","65+ Years",2024-01-13,228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17875","Wyoming","65+ Years",2024-01-20,183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17876","Wyoming","65+ Years",2024-01-27,199,NA,NA,11,NA,NA,NA,NA,NA,NA
"17877","Wyoming","65+ Years",2024-02-03,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17878","Wyoming","65+ Years",2024-02-10,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17879","Wyoming","65+ Years",2024-02-17,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17880","Wyoming","65+ Years",2024-02-24,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17881","Wyoming","65+ Years",2024-03-02,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17882","Wyoming","65+ Years",2024-03-09,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17883","Wyoming","65+ Years",2024-03-16,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17884","Wyoming","65+ Years",2024-03-23,218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17885","Wyoming","65+ Years",2024-03-30,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17886","Wyoming","65+ Years",2024-04-06,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17887","Wyoming","65+ Years",2024-04-13,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17888","Wyoming","65+ Years",2024-04-20,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17889","Wyoming","65+ Years",2024-04-27,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17890","Wyoming","65+ Years",2024-05-04,219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17891","Wyoming","65+ Years",2024-05-11,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17892","Wyoming","65+ Years",2024-05-18,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17893","Wyoming","65+ Years",2024-05-25,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17894","Wyoming","65+ Years",2024-06-01,261,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17895","Wyoming","65+ Years",2024-06-08,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17896","Wyoming","65+ Years",2024-06-15,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17897","Wyoming","65+ Years",2024-06-22,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17898","Wyoming","65+ Years",2024-06-29,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17899","Wyoming","65+ Years",2024-07-06,269,NA,NA,13,NA,NA,NA,NA,NA,NA
"17900","Wyoming","65+ Years",2024-07-13,245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17901","Wyoming","65+ Years",2024-07-20,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17902","Wyoming","65+ Years",2024-07-27,258,NA,NA,11,NA,NA,NA,NA,NA,NA
"17903","Wyoming","65+ Years",2024-08-03,265,NA,NA,14,NA,NA,NA,NA,NA,NA
"17904","Wyoming","65+ Years",2024-08-10,263,NA,NA,17,NA,NA,5.33682102879787,NA,NA,95.5367302800718
"17905","Wyoming","65+ Years",2024-08-17,281,NA,NA,12,NA,NA,5.33911994279089,NA,NA,95.5778841289462
"17906","Wyoming","65+ Years",2024-08-24,249,NA,NA,15,NA,NA,5.58614578199678,NA,NA,100
"17907","Wyoming","65+ Years",2024-08-31,241,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17908","Wyoming","65+ Years",2024-09-07,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17909","Wyoming","65+ Years",2024-09-14,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17910","Wyoming","65+ Years",2024-09-21,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17911","Wyoming","65+ Years",2024-09-28,252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17912","Wyoming","65+ Years",2024-10-05,243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17913","Wyoming","65+ Years",2024-10-12,238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17914","Wyoming","65+ Years",2024-10-19,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17915","Wyoming","65+ Years",2024-10-26,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17916","Wyoming","65+ Years",2024-11-02,188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17917","Wyoming","65+ Years",2024-11-09,203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17918","Wyoming","65+ Years",2024-11-16,199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17919","Wyoming","65+ Years",2024-11-23,219,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17920","Wyoming","65+ Years",2024-11-30,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17921","Wyoming","65+ Years",2024-12-07,237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17922","Wyoming","65+ Years",2024-12-14,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17923","Wyoming","65+ Years",2024-12-21,221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17924","Wyoming","65+ Years",2024-12-28,269,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17925","Wyoming","65+ Years",2025-01-04,236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17926","Wyoming","65+ Years",2025-01-11,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17927","Wyoming","65+ Years",2025-01-18,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17928","Wyoming","65+ Years",2025-01-25,120,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17929","Alabama","<1 Years",2023-07-01,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17930","Alabama","<1 Years",2023-07-08,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17931","Alabama","<1 Years",2023-07-15,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17932","Alabama","<1 Years",2023-07-22,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17933","Alabama","<1 Years",2023-07-29,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17934","Alabama","<1 Years",2023-08-05,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17935","Alabama","<1 Years",2023-08-12,56,NA,NA,11,NA,NA,NA,NA,NA,NA
"17936","Alabama","<1 Years",2023-08-19,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17937","Alabama","<1 Years",2023-08-26,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17938","Alabama","<1 Years",2023-09-02,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17939","Alabama","<1 Years",2023-09-09,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17940","Alabama","<1 Years",2023-09-16,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17941","Alabama","<1 Years",2023-09-23,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17942","Alabama","<1 Years",2023-09-30,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17943","Alabama","<1 Years",2023-10-07,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17944","Alabama","<1 Years",2023-10-14,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17945","Alabama","<1 Years",2023-10-21,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17946","Alabama","<1 Years",2023-10-28,70,12,NA,NA,NA,NA,NA,NA,NA,NA
"17947","Alabama","<1 Years",2023-11-04,74,12,NA,NA,NA,NA,NA,NA,NA,NA
"17948","Alabama","<1 Years",2023-11-11,82,29,NA,NA,22.90830900587,NA,NA,76.0657206721774,NA,NA
"17949","Alabama","<1 Years",2023-11-18,64,17,NA,NA,26.0481899582509,NA,NA,86.4915145361636,NA,NA
"17950","Alabama","<1 Years",2023-11-25,95,27,NA,NA,30.1164687633718,NA,NA,100,NA,NA
"17951","Alabama","<1 Years",2023-12-02,75,14,NA,NA,24.5500730994152,NA,NA,81.5171037889854,NA,NA
"17952","Alabama","<1 Years",2023-12-09,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17953","Alabama","<1 Years",2023-12-16,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17954","Alabama","<1 Years",2023-12-23,85,15,NA,NA,NA,NA,NA,NA,NA,NA
"17955","Alabama","<1 Years",2023-12-30,86,NA,16,NA,NA,NA,NA,NA,NA,NA
"17956","Alabama","<1 Years",2024-01-06,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17957","Alabama","<1 Years",2024-01-13,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17958","Alabama","<1 Years",2024-01-20,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17959","Alabama","<1 Years",2024-01-27,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17960","Alabama","<1 Years",2024-02-03,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17961","Alabama","<1 Years",2024-02-10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17962","Alabama","<1 Years",2024-02-17,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17963","Alabama","<1 Years",2024-02-24,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17964","Alabama","<1 Years",2024-03-02,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17965","Alabama","<1 Years",2024-03-09,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17966","Alabama","<1 Years",2024-03-16,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17967","Alabama","<1 Years",2024-03-23,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17968","Alabama","<1 Years",2024-03-30,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17969","Alabama","<1 Years",2024-04-06,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17970","Alabama","<1 Years",2024-04-13,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17971","Alabama","<1 Years",2024-04-20,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17972","Alabama","<1 Years",2024-04-27,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17973","Alabama","<1 Years",2024-05-04,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17974","Alabama","<1 Years",2024-05-11,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17975","Alabama","<1 Years",2024-05-18,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17976","Alabama","<1 Years",2024-05-25,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17977","Alabama","<1 Years",2024-06-01,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17978","Alabama","<1 Years",2024-06-08,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17979","Alabama","<1 Years",2024-06-15,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17980","Alabama","<1 Years",2024-06-22,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17981","Alabama","<1 Years",2024-06-29,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17982","Alabama","<1 Years",2024-07-06,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17983","Alabama","<1 Years",2024-07-13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17984","Alabama","<1 Years",2024-07-20,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17985","Alabama","<1 Years",2024-07-27,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17986","Alabama","<1 Years",2024-08-03,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17987","Alabama","<1 Years",2024-08-10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17988","Alabama","<1 Years",2024-08-17,51,NA,NA,16,NA,NA,NA,NA,NA,NA
"17989","Alabama","<1 Years",2024-08-24,70,NA,NA,17,NA,NA,NA,NA,NA,NA
"17990","Alabama","<1 Years",2024-08-31,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17991","Alabama","<1 Years",2024-09-07,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17992","Alabama","<1 Years",2024-09-14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17993","Alabama","<1 Years",2024-09-21,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17994","Alabama","<1 Years",2024-09-28,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17995","Alabama","<1 Years",2024-10-05,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17996","Alabama","<1 Years",2024-10-12,44,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17997","Alabama","<1 Years",2024-10-19,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17998","Alabama","<1 Years",2024-10-26,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17999","Alabama","<1 Years",2024-11-02,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18000","Alabama","<1 Years",2024-11-09,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18001","Alabama","<1 Years",2024-11-16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18002","Alabama","<1 Years",2024-11-23,84,13,NA,NA,NA,NA,NA,NA,NA,NA
"18003","Alabama","<1 Years",2024-11-30,66,12,NA,NA,NA,NA,NA,NA,NA,NA
"18004","Alabama","<1 Years",2024-12-07,81,17,NA,NA,18.2152209929988,NA,NA,60.4825922192858,NA,NA
"18005","Alabama","<1 Years",2024-12-14,59,17,NA,NA,22.6610106082799,NA,NA,75.2445805858906,NA,NA
"18006","Alabama","<1 Years",2024-12-21,103,21,NA,NA,23.3965210525282,NA,NA,77.6868006550073,NA,NA
"18007","Alabama","<1 Years",2024-12-28,100,18,11,NA,22.4006362788657,NA,NA,74.3800226210773,NA,NA
"18008","Alabama","<1 Years",2025-01-04,99,21,NA,NA,19.8668235755614,NA,NA,65.966643472238,NA,NA
"18009","Alabama","<1 Years",2025-01-11,69,18,NA,NA,21.7663592446201,NA,NA,72.2739422594349,NA,NA
"18010","Alabama","<1 Years",2025-01-18,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18011","Alabama","<1 Years",2025-01-25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18012","Alaska","<1 Years",2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18013","Alaska","<1 Years",2023-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18014","Alaska","<1 Years",2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18015","Alaska","<1 Years",2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18016","Alaska","<1 Years",2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18017","Alaska","<1 Years",2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18018","Alaska","<1 Years",2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18019","Alaska","<1 Years",2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18020","Alaska","<1 Years",2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18021","Alaska","<1 Years",2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18022","Alaska","<1 Years",2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18023","Alaska","<1 Years",2023-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18024","Alaska","<1 Years",2023-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18025","Alaska","<1 Years",2023-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18026","Alaska","<1 Years",2023-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18027","Alaska","<1 Years",2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18028","Alaska","<1 Years",2023-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18029","Alaska","<1 Years",2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18030","Alaska","<1 Years",2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18031","Alaska","<1 Years",2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18032","Alaska","<1 Years",2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18033","Alaska","<1 Years",2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18034","Alaska","<1 Years",2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18035","Alaska","<1 Years",2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18036","Alaska","<1 Years",2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18037","Alaska","<1 Years",2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18038","Alaska","<1 Years",2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18039","Alaska","<1 Years",2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18040","Alaska","<1 Years",2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18041","Alaska","<1 Years",2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18042","Alaska","<1 Years",2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18043","Alaska","<1 Years",2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18044","Alaska","<1 Years",2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18045","Alaska","<1 Years",2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18046","Alaska","<1 Years",2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18047","Alaska","<1 Years",2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18048","Alaska","<1 Years",2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18049","Alaska","<1 Years",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18050","Alaska","<1 Years",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18051","Alaska","<1 Years",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18052","Alaska","<1 Years",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18053","Alaska","<1 Years",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18054","Alaska","<1 Years",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18055","Alaska","<1 Years",2024-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18056","Alaska","<1 Years",2024-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18057","Alaska","<1 Years",2024-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18058","Alaska","<1 Years",2024-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18059","Alaska","<1 Years",2024-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18060","Alaska","<1 Years",2024-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18061","Alaska","<1 Years",2024-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18062","Alaska","<1 Years",2024-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18063","Alaska","<1 Years",2024-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18064","Alaska","<1 Years",2024-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18065","Alaska","<1 Years",2024-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18066","Alaska","<1 Years",2024-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18067","Alaska","<1 Years",2024-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18068","Alaska","<1 Years",2024-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18069","Alaska","<1 Years",2024-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18070","Alaska","<1 Years",2024-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18071","Alaska","<1 Years",2024-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18072","Alaska","<1 Years",2024-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18073","Alaska","<1 Years",2024-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18074","Alaska","<1 Years",2024-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18075","Alaska","<1 Years",2024-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18076","Alaska","<1 Years",2024-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18077","Alaska","<1 Years",2024-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18078","Alaska","<1 Years",2024-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18079","Alaska","<1 Years",2024-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18080","Alaska","<1 Years",2024-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18081","Alaska","<1 Years",2024-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18082","Alaska","<1 Years",2024-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18083","Alaska","<1 Years",2024-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18084","Alaska","<1 Years",2024-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18085","Alaska","<1 Years",2024-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18086","Alaska","<1 Years",2024-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18087","Alaska","<1 Years",2024-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18088","Alaska","<1 Years",2024-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18089","Alaska","<1 Years",2024-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18090","Alaska","<1 Years",2024-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18091","Alaska","<1 Years",2025-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18092","Alaska","<1 Years",2025-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18093","Alaska","<1 Years",2025-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18094","Alaska","<1 Years",2025-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18095","Arizona","<1 Years",2023-07-01,107,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18096","Arizona","<1 Years",2023-07-08,109,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18097","Arizona","<1 Years",2023-07-15,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18098","Arizona","<1 Years",2023-07-22,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18099","Arizona","<1 Years",2023-07-29,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18100","Arizona","<1 Years",2023-08-05,108,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18101","Arizona","<1 Years",2023-08-12,102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18102","Arizona","<1 Years",2023-08-19,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
